timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time
2026-06-25 21:53:54,med_capctl_cap50,SRT_SRWT,42,26866.67,60,15,394,5,788,-0.7143,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,29.3,1466.7
2026-06-25 22:03:43,med_capctl_cap50,SRT_SRWT,43,27066.67,60,15,396,5,792,-0.7176,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,23.3,1166.7
2026-06-25 22:13:11,med_capctl_cap50,SRT_SRWT,44,26400.0,60,15,387,5,774,-0.7078,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,24.7,1233.3
2026-06-25 22:40:14,med_capctl_cap150,SRT_SRWT,42,69666.67,160,15,1034,5,2068,-0.7492,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,29.8,4466.7
2026-06-25 23:06:48,med_capctl_cap150,SRT_SRWT,43,69500.02,160,15,1031,5,2062,-0.7405,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,24.4,3666.7
2026-06-25 23:33:26,med_capctl_cap150,SRT_SRWT,44,70433.34,160,15,1041,5,2082,-0.7386,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,23.8,3566.7
2026-06-26 00:52:28,med_capctl_cap400,SRT_SRWT,42,176833.38,410,15,2637,5,5274,-0.7842,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.3,10100.0
2026-06-26 02:12:10,med_capctl_cap400,SRT_SRWT,43,177866.69,410,15,2655,5,5310,-0.7715,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
2026-06-26 03:32:45,med_capctl_cap400,SRT_SRWT,44,178800.06,410,15,2669,5,5338,-0.7656,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.4
2026-06-25 21:36:26,med_capctl_cap15,random,42,12333.52,25,15,178,5,356,-0.6951,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,26.7,400.2
2026-06-25 21:40:24,med_capctl_cap15,random,43,11433.33,25,15,165,5,330,-0.6963,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,35.6,533.3
